Time Slot,Rush Hour,Day,Working Day,City,Area Name,Population,Two-Wheeler Count,Four-Wheeler Count,Weather,Traffic Density
14:00,No,Friday,Yes,Hyderabad,Begumpet,190000,442,327,Foggy,Medium
13:00,Yes,Wednesday,Yes,Chennai,Choolaimedu,1140000,765,146,Rainy,High
13:00,No,Friday,Yes,Chennai,Royapettah,1200000,748,462,Rainy,High
19:00,No,Monday,Yes,Hyderabad,Charminar,210000,154,418,Rainy,Medium
19:00,Yes,Thursday,Yes,Bengaluru,Jayanagar,250000,255,122,Cloudy,Medium
08:00,No,Tuesday,Yes,Mumbai,Andheri West,1300000,149,276,Cloudy,Medium
08:00,Yes,Sunday,No,Mumbai,Prabhadevi,2250000,499,474,Sunny,High
13:00,No,Saturday,Yes,Kolkata,Joka,530000,138,79,Cloudy,High
08:00,Yes,Friday,Yes,Hyderabad,Patancheru,380000,600,255,Foggy,Low
18:00,No,Friday,Yes,Mumbai,Kalbadevi,2450000,978,233,Foggy,Medium
21:00,No,Friday,Yes,Kolkata,Dum Dum,270000,535,199,Sunny,Low
18:00,Yes,Tuesday,Yes,Chennai,Royapettah,1200000,319,90,Cloudy,Low
08:00,Yes,Saturday,Yes,Chennai,T Nagar,800000,294,238,Foggy,Low
17:00,Yes,Tuesday,Yes,Hyderabad,Shamshabad,310000,802,82,Rainy,Medium
09:00,Yes,Friday,Yes,Mumbai,Prabhadevi,2250000,974,184,Sunny,High
16:00,No,Thursday,Yes,Bengaluru,Yelahanka,270000,148,64,Foggy,Medium
12:00,Yes,Sunday,No,Hyderabad,Himayatnagar,230000,967,241,Cloudy,Low
19:00,No,Friday,Yes,Chennai,Guindy,1340000,414,109,Cloudy,High
19:00,Yes,Tuesday,Yes,Kolkata,Dum Dum,270000,232,135,Sunny,Medium
21:00,No,Monday,Yes,Kolkata,Sealdah,220000,382,172,Foggy,Medium
12:00,No,Thursday,Yes,Mumbai,Girgaon,2550000,665,275,Cloudy,Medium
11:00,No,Tuesday,Yes,Chennai,Anna Nagar,820000,158,427,Cloudy,Medium
15:00,No,Saturday,Yes,Kolkata,Joka,530000,714,291,Rainy,Medium
09:00,No,Wednesday,Yes,Mumbai,Andheri West,1300000,504,436,Rainy,High
12:00,No,Sunday,No,Hyderabad,Nizampet,400000,779,456,Cloudy,Medium
17:00,No,Monday,Yes,Mumbai,Matunga,2300000,355,349,Foggy,Medium
12:00,No,Tuesday,Yes,Chennai,Adyar,850000,269,434,Foggy,Medium
17:00,Yes,Saturday,Yes,Bengaluru,Ulsoor,220000,289,140,Foggy,Low
11:00,No,Sunday,No,Chennai,T Nagar,800000,569,141,Foggy,High
15:00,Yes,Sunday,No,Chennai,Nungambakkam,900000,229,336,Sunny,Medium
20:00,No,Thursday,Yes,Hyderabad,Himayatnagar,230000,487,276,Foggy,Low
11:00,Yes,Friday,Yes,Bengaluru,Nagavara,620000,617,324,Foggy,High
14:00,No,Sunday,No,Bengaluru,Yelahanka,270000,830,93,Rainy,High
13:00,Yes,Saturday,Yes,Chennai,Guindy,1340000,783,493,Rainy,High
14:00,Yes,Thursday,Yes,Bengaluru,Nagavara,620000,648,332,Rainy,High
22:00,No,Monday,Yes,Hyderabad,Nizampet,400000,469,415,Foggy,High
14:00,No,Sunday,No,Bengaluru,Ulsoor,220000,570,326,Rainy,Low
08:00,No,Saturday,Yes,Chennai,Guindy,1340000,437,71,Sunny,High
19:00,No,Thursday,Yes,Chennai,Adyar,850000,499,447,Sunny,Medium
14:00,No,Thursday,Yes,Mumbai,Matunga,2300000,491,330,Rainy,Low
19:00,No,Thursday,Yes,Hyderabad,Chandanagar,390000,260,214,Rainy,Medium
16:00,No,Tuesday,Yes,Hyderabad,Begumpet,190000,218,130,Rainy,Medium
10:00,No,Sunday,No,Hyderabad,Chandanagar,390000,765,366,Sunny,Low
10:00,Yes,Tuesday,Yes,Mumbai,Andheri West,1300000,796,300,Cloudy,Medium
09:00,Yes,Tuesday,Yes,Chennai,T Nagar,800000,965,62,Sunny,Medium
17:00,Yes,Sunday,No,Mumbai,Dadar East,1250000,730,292,Cloudy,Medium
20:00,No,Monday,Yes,Mumbai,Prabhadevi,2250000,832,192,Rainy,Low
15:00,No,Tuesday,Yes,Kolkata,Sealdah,220000,112,111,Cloudy,Medium
08:00,Yes,Sunday,No,Kolkata,Maniktala,350000,391,333,Sunny,Low
18:00,No,Wednesday,Yes,Chennai,Adyar,850000,979,430,Rainy,High
16:00,Yes,Friday,Yes,Chennai,T Nagar,800000,604,491,Sunny,Low
10:00,No,Tuesday,Yes,Bengaluru,Hebbal,290000,696,260,Foggy,Low
21:00,No,Tuesday,Yes,Hyderabad,Gachibowli,140000,660,450,Foggy,Low
13:00,Yes,Tuesday,Yes,Kolkata,Sealdah,220000,891,450,Rainy,Medium
13:00,Yes,Friday,Yes,Kolkata,Alipore,550000,481,64,Cloudy,Medium
18:00,Yes,Tuesday,Yes,Kolkata,Maniktala,350000,844,441,Rainy,High
08:00,Yes,Saturday,Yes,Mumbai,Girgaon,2550000,426,155,Cloudy,High
09:00,Yes,Thursday,Yes,Hyderabad,Chandanagar,390000,317,367,Sunny,Low
11:00,No,Tuesday,Yes,Kolkata,Tangra,510000,354,66,Sunny,High
12:00,No,Thursday,Yes,Chennai,Chromepet,1320000,165,301,Foggy,High
16:00,No,Wednesday,Yes,Mumbai,Lower Parel,1550000,116,110,Cloudy,Medium
15:00,Yes,Friday,Yes,Chennai,Nungambakkam,900000,736,262,Foggy,Low
21:00,No,Sunday,No,Hyderabad,Himayatnagar,230000,381,89,Foggy,Medium
09:00,No,Tuesday,Yes,Chennai,Guindy,1340000,287,467,Sunny,High
12:00,Yes,Sunday,No,Hyderabad,Nizampet,400000,314,334,Rainy,Medium
14:00,No,Saturday,Yes,Bengaluru,Yelahanka,270000,496,170,Cloudy,High
10:00,No,Sunday,No,Chennai,Mylapore,780000,794,439,Rainy,Medium
18:00,No,Thursday,Yes,Hyderabad,Shamshabad,310000,529,100,Rainy,High
09:00,No,Wednesday,Yes,Chennai,Adyar,850000,758,486,Sunny,High
18:00,No,Monday,Yes,Bengaluru,MG Road,340000,422,353,Rainy,High
10:00,No,Thursday,Yes,Hyderabad,Himayatnagar,230000,343,480,Foggy,Low
17:00,No,Friday,Yes,Mumbai,Lower Parel,1550000,364,332,Rainy,High
17:00,No,Wednesday,Yes,Mumbai,Chembur,1650000,871,322,Cloudy,Medium
15:00,Yes,Tuesday,Yes,Mumbai,Dadar East,1250000,246,282,Foggy,High
21:00,Yes,Saturday,Yes,Chennai,T Nagar,800000,566,414,Rainy,Low
15:00,Yes,Saturday,Yes,Hyderabad,Charminar,210000,134,310,Cloudy,Low
14:00,No,Sunday,No,Hyderabad,Shamshabad,310000,858,225,Sunny,Low
19:00,Yes,Monday,Yes,Mumbai,Lower Parel,1550000,835,405,Sunny,Medium
15:00,Yes,Saturday,Yes,Mumbai,Lower Parel,1550000,825,289,Foggy,Low
13:00,No,Sunday,No,Kolkata,Rajarhat,240000,693,319,Rainy,High
11:00,Yes,Tuesday,Yes,Hyderabad,Shamshabad,310000,236,456,Foggy,Low
08:00,Yes,Tuesday,Yes,Kolkata,Dum Dum,270000,613,175,Cloudy,Low
15:00,Yes,Monday,Yes,Bengaluru,Hebbal,290000,893,262,Rainy,High
11:00,Yes,Sunday,No,Chennai,Guindy,1340000,134,215,Cloudy,High
18:00,No,Wednesday,Yes,Kolkata,Alipore,550000,808,107,Foggy,Medium
09:00,No,Wednesday,Yes,Hyderabad,Chandanagar,390000,553,401,Cloudy,High
12:00,Yes,Monday,Yes,Kolkata,Salt Lake,250000,645,77,Sunny,Low
09:00,No,Thursday,Yes,Hyderabad,Shamshabad,310000,704,56,Sunny,Low
15:00,Yes,Saturday,Yes,Kolkata,Cossipore,570000,747,78,Rainy,Medium
12:00,Yes,Monday,Yes,Hyderabad,Himayatnagar,230000,823,415,Sunny,Medium
17:00,Yes,Monday,Yes,Chennai,Chromepet,1320000,713,453,Foggy,Low
12:00,Yes,Thursday,Yes,Chennai,Chromepet,1320000,766,193,Foggy,High
10:00,Yes,Wednesday,Yes,Chennai,Royapettah,1200000,490,93,Rainy,Medium
11:00,No,Friday,Yes,Kolkata,Esplanade,200000,145,387,Foggy,High
18:00,No,Thursday,Yes,Chennai,Royapettah,1200000,701,85,Rainy,Medium
12:00,Yes,Wednesday,Yes,Chennai,T Nagar,800000,827,166,Foggy,High
17:00,Yes,Wednesday,Yes,Bengaluru,Koramangala,300000,256,479,Rainy,Medium
15:00,Yes,Friday,Yes,Hyderabad,Attapur,260000,291,495,Sunny,Low
15:00,Yes,Friday,Yes,Kolkata,Salt Lake,250000,194,52,Rainy,Medium
17:00,Yes,Friday,Yes,Bengaluru,Hebbal,290000,127,73,Foggy,Low
12:00,Yes,Monday,Yes,Hyderabad,Gachibowli,140000,538,401,Sunny,Low
12:00,Yes,Thursday,Yes,Bengaluru,Ulsoor,220000,978,486,Sunny,Medium
10:00,No,Sunday,No,Hyderabad,Alwal,290000,657,356,Sunny,Medium
15:00,Yes,Wednesday,Yes,Kolkata,Salt Lake,250000,200,204,Rainy,High
09:00,Yes,Friday,Yes,Bengaluru,Hebbal,290000,479,440,Foggy,High
09:00,Yes,Saturday,Yes,Chennai,Mandaveli,1120000,568,356,Cloudy,High
15:00,Yes,Thursday,Yes,Mumbai,Dadar East,1250000,500,340,Rainy,High
15:00,No,Tuesday,Yes,Hyderabad,Charminar,210000,663,477,Rainy,High
09:00,Yes,Sunday,No,Kolkata,Rajarhat,240000,620,264,Cloudy,Medium
09:00,Yes,Thursday,Yes,Mumbai,Dadar East,1250000,923,297,Rainy,Medium
12:00,No,Monday,Yes,Kolkata,Dum Dum,270000,928,197,Sunny,Low
15:00,Yes,Sunday,No,Chennai,Chromepet,1320000,878,94,Sunny,Medium
22:00,Yes,Sunday,No,Bengaluru,Ulsoor,220000,541,150,Cloudy,Medium
16:00,No,Monday,Yes,Kolkata,Tangra,510000,981,362,Rainy,Low
10:00,Yes,Sunday,No,Hyderabad,Begumpet,190000,255,312,Cloudy,High
18:00,No,Saturday,Yes,Kolkata,Cossipore,570000,743,270,Cloudy,Low
18:00,No,Friday,Yes,Hyderabad,Begumpet,190000,1000,386,Cloudy,Low
18:00,No,Friday,Yes,Kolkata,Cossipore,570000,535,286,Sunny,High
17:00,No,Friday,Yes,Chennai,Mylapore,780000,216,114,Sunny,High
10:00,No,Tuesday,Yes,Kolkata,Maniktala,350000,538,125,Sunny,Low
10:00,No,Thursday,Yes,Mumbai,Andheri West,1300000,171,111,Sunny,High
15:00,Yes,Wednesday,Yes,Chennai,T Nagar,800000,713,322,Cloudy,High
10:00,Yes,Thursday,Yes,Kolkata,Rajarhat,240000,686,85,Sunny,High
16:00,Yes,Friday,Yes,Hyderabad,Chandanagar,390000,234,205,Rainy,High
21:00,Yes,Saturday,Yes,Mumbai,Kalbadevi,2450000,161,167,Sunny,Low
18:00,Yes,Tuesday,Yes,Chennai,Adyar,850000,915,365,Cloudy,High
15:00,No,Thursday,Yes,Hyderabad,Charminar,210000,381,415,Foggy,Medium
08:00,Yes,Monday,Yes,Bengaluru,Vijayanagar,260000,715,299,Foggy,High
17:00,No,Monday,Yes,Chennai,Nungambakkam,900000,283,166,Foggy,Low
14:00,No,Tuesday,Yes,Chennai,Choolaimedu,1140000,312,224,Sunny,Low
20:00,Yes,Saturday,Yes,Bengaluru,Hebbal,290000,206,492,Foggy,Medium
10:00,No,Sunday,No,Chennai,Anna Nagar,820000,901,452,Rainy,Medium
17:00,No,Saturday,Yes,Hyderabad,Attapur,260000,325,463,Sunny,Low
21:00,No,Friday,Yes,Bengaluru,Hebbal,290000,915,60,Cloudy,Medium
11:00,Yes,Friday,Yes,Chennai,Guindy,1340000,281,405,Foggy,High
10:00,No,Tuesday,Yes,Chennai,Adyar,850000,264,382,Cloudy,Medium
09:00,No,Friday,Yes,Mumbai,Girgaon,2550000,835,177,Rainy,Medium
12:00,No,Thursday,Yes,Bengaluru,Hebbal,290000,984,469,Cloudy,Low
09:00,Yes,Sunday,No,Kolkata,Rajarhat,240000,250,494,Rainy,Low
22:00,No,Friday,Yes,Kolkata,Alipore,550000,813,298,Rainy,Low
19:00,Yes,Tuesday,Yes,Mumbai,Matunga,2300000,714,431,Sunny,Low
19:00,No,Thursday,Yes,Hyderabad,Shamshabad,310000,579,347,Rainy,Low
14:00,No,Monday,Yes,Kolkata,Joka,530000,711,195,Rainy,Low
19:00,Yes,Thursday,Yes,Hyderabad,Shamshabad,310000,448,128,Cloudy,High
12:00,Yes,Saturday,Yes,Chennai,Anna Nagar,820000,135,317,Rainy,Low
15:00,Yes,Tuesday,Yes,Kolkata,Esplanade,200000,780,146,Sunny,Low
11:00,No,Sunday,No,Kolkata,Alipore,550000,740,328,Cloudy,Low
18:00,No,Thursday,Yes,Kolkata,Alipore,550000,859,107,Rainy,Medium
11:00,No,Tuesday,Yes,Mumbai,Kalbadevi,2450000,712,266,Rainy,High
18:00,No,Thursday,Yes,Mumbai,Dadar East,1250000,453,258,Rainy,Low
12:00,No,Sunday,No,Kolkata,Cossipore,570000,792,335,Cloudy,Medium
13:00,No,Tuesday,Yes,Hyderabad,Himayatnagar,230000,165,356,Foggy,High
15:00,Yes,Monday,Yes,Kolkata,Esplanade,200000,663,335,Rainy,High
17:00,No,Thursday,Yes,Kolkata,Tangra,510000,148,119,Rainy,Low
22:00,Yes,Saturday,Yes,Bengaluru,Ulsoor,220000,969,224,Foggy,High
18:00,Yes,Friday,Yes,Mumbai,Andheri West,1300000,913,335,Sunny,Low
09:00,No,Monday,Yes,Chennai,Anna Nagar,820000,633,158,Foggy,Low
16:00,No,Friday,Yes,Chennai,Anna Nagar,820000,178,113,Rainy,Medium
16:00,No,Monday,Yes,Hyderabad,Attapur,260000,626,478,Cloudy,Low
16:00,No,Sunday,No,Hyderabad,Nizampet,400000,930,246,Foggy,Low
10:00,Yes,Tuesday,Yes,Mumbai,Chembur,1650000,806,342,Rainy,Medium
14:00,Yes,Thursday,Yes,Bengaluru,Ulsoor,220000,472,103,Rainy,High
15:00,Yes,Monday,Yes,Mumbai,Mazgaon,2400000,551,388,Cloudy,Medium
16:00,Yes,Tuesday,Yes,Kolkata,Cossipore,570000,533,338,Rainy,Low
14:00,Yes,Monday,Yes,Chennai,Mandaveli,1120000,428,388,Rainy,High
12:00,Yes,Monday,Yes,Bengaluru,MG Road,340000,662,199,Cloudy,High
15:00,Yes,Thursday,Yes,Hyderabad,Chandanagar,390000,732,149,Cloudy,Low
18:00,Yes,Monday,Yes,Mumbai,Lower Parel,1550000,951,148,Foggy,Low
10:00,No,Wednesday,Yes,Chennai,Anna Nagar,820000,829,459,Cloudy,Medium
13:00,Yes,Wednesday,Yes,Hyderabad,Alwal,290000,520,206,Rainy,High
20:00,No,Thursday,Yes,Mumbai,Girgaon,2550000,652,286,Sunny,Medium
22:00,Yes,Friday,Yes,Mumbai,Kalbadevi,2450000,379,276,Rainy,Low
17:00,Yes,Tuesday,Yes,Chennai,Chromepet,1320000,733,230,Sunny,Medium
08:00,Yes,Thursday,Yes,Chennai,Chromepet,1320000,352,231,Rainy,Medium
18:00,Yes,Sunday,No,Mumbai,Lower Parel,1550000,305,427,Foggy,Medium
14:00,No,Wednesday,Yes,Kolkata,Joka,530000,256,255,Sunny,Low
21:00,Yes,Thursday,Yes,Hyderabad,Gachibowli,140000,645,415,Cloudy,Medium
22:00,No,Wednesday,Yes,Chennai,Royapettah,1200000,982,430,Sunny,Low
19:00,Yes,Saturday,Yes,Bengaluru,Koramangala,300000,778,224,Foggy,Low
19:00,Yes,Sunday,No,Bengaluru,Jayanagar,250000,875,57,Sunny,High
20:00,No,Sunday,No,Bengaluru,Hebbal,290000,977,387,Foggy,Medium
10:00,No,Tuesday,Yes,Mumbai,Girgaon,2550000,213,388,Foggy,Low
14:00,Yes,Tuesday,Yes,Mumbai,Lower Parel,1550000,219,154,Foggy,High
15:00,Yes,Tuesday,Yes,Bengaluru,Koramangala,300000,918,457,Sunny,Low
21:00,Yes,Wednesday,Yes,Kolkata,Salt Lake,250000,385,377,Cloudy,Medium
13:00,No,Wednesday,Yes,Hyderabad,Patancheru,380000,516,158,Rainy,Low
14:00,No,Tuesday,Yes,Kolkata,Maniktala,350000,278,200,Sunny,Medium
18:00,No,Friday,Yes,Hyderabad,Himayatnagar,230000,568,176,Cloudy,Medium
20:00,Yes,Monday,Yes,Bengaluru,Hebbal,290000,279,268,Cloudy,Medium
19:00,No,Monday,Yes,Kolkata,Esplanade,200000,193,198,Sunny,Low
22:00,No,Thursday,Yes,Hyderabad,Gachibowli,140000,359,414,Sunny,Medium
15:00,Yes,Sunday,No,Mumbai,Prabhadevi,2250000,451,302,Sunny,Low
13:00,Yes,Monday,Yes,Chennai,Royapettah,1200000,606,302,Rainy,High
14:00,No,Thursday,Yes,Kolkata,Cossipore,570000,667,259,Rainy,Low
14:00,Yes,Tuesday,Yes,Chennai,Nungambakkam,900000,942,352,Rainy,Medium
18:00,No,Friday,Yes,Kolkata,Esplanade,200000,606,99,Rainy,Low
08:00,Yes,Monday,Yes,Hyderabad,Charminar,210000,930,156,Rainy,High
20:00,Yes,Monday,Yes,Kolkata,Cossipore,570000,444,143,Foggy,Medium
08:00,No,Saturday,Yes,Mumbai,Girgaon,2550000,831,51,Cloudy,Low
09:00,No,Tuesday,Yes,Kolkata,Cossipore,570000,388,281,Sunny,Medium
18:00,No,Thursday,Yes,Bengaluru,Jayanagar,250000,888,192,Foggy,Medium
09:00,No,Tuesday,Yes,Bengaluru,Jayanagar,250000,976,417,Cloudy,Low
19:00,Yes,Monday,Yes,Kolkata,Tangra,510000,246,174,Foggy,High
12:00,No,Friday,Yes,Bengaluru,Hebbal,290000,513,157,Cloudy,High
12:00,No,Thursday,Yes,Chennai,Nungambakkam,900000,582,380,Sunny,Medium
16:00,No,Tuesday,Yes,Hyderabad,Alwal,290000,723,484,Foggy,High
09:00,No,Friday,Yes,Kolkata,Cossipore,570000,791,450,Sunny,High
21:00,No,Saturday,Yes,Chennai,Choolaimedu,1140000,731,130,Cloudy,Low
20:00,Yes,Monday,Yes,Bengaluru,Jayanagar,250000,272,143,Rainy,Low
12:00,No,Monday,Yes,Chennai,Guindy,1340000,247,54,Rainy,Low
19:00,Yes,Thursday,Yes,Chennai,T Nagar,800000,711,256,Sunny,Medium
12:00,Yes,Monday,Yes,Hyderabad,Gachibowli,140000,793,280,Cloudy,Low
17:00,No,Tuesday,Yes,Chennai,Choolaimedu,1140000,915,276,Cloudy,High
17:00,No,Monday,Yes,Bengaluru,Hebbal,290000,707,291,Sunny,Low
18:00,No,Sunday,No,Mumbai,Prabhadevi,2250000,663,442,Sunny,Medium
20:00,No,Tuesday,Yes,Kolkata,Alipore,550000,218,125,Cloudy,Low
16:00,No,Thursday,Yes,Kolkata,Cossipore,570000,558,223,Cloudy,High
22:00,Yes,Thursday,Yes,Bengaluru,Jayanagar,250000,898,75,Rainy,Medium
15:00,No,Tuesday,Yes,Hyderabad,Gachibowli,140000,746,229,Cloudy,High
17:00,Yes,Thursday,Yes,Kolkata,Rajarhat,240000,536,237,Foggy,Low
18:00,No,Tuesday,Yes,Bengaluru,MG Road,340000,996,118,Foggy,High
18:00,No,Sunday,No,Mumbai,Chembur,1650000,881,420,Sunny,Medium
14:00,No,Wednesday,Yes,Hyderabad,Nizampet,400000,530,63,Rainy,Medium
22:00,Yes,Thursday,Yes,Mumbai,Girgaon,2550000,379,352,Rainy,Low
15:00,No,Saturday,Yes,Bengaluru,Ulsoor,220000,919,172,Cloudy,High
11:00,No,Sunday,No,Hyderabad,Gachibowli,140000,693,156,Cloudy,High
22:00,No,Wednesday,Yes,Kolkata,Maniktala,350000,734,337,Foggy,High
12:00,No,Sunday,No,Hyderabad,Patancheru,380000,558,283,Rainy,Low
16:00,No,Friday,Yes,Kolkata,Joka,530000,744,207,Sunny,Low
21:00,No,Friday,Yes,Kolkata,Sealdah,220000,321,291,Rainy,Low
17:00,No,Sunday,No,Hyderabad,Attapur,260000,857,416,Rainy,Medium
08:00,No,Monday,Yes,Mumbai,Prabhadevi,2250000,465,403,Rainy,High
19:00,Yes,Tuesday,Yes,Chennai,Nungambakkam,900000,188,251,Foggy,Medium
16:00,Yes,Thursday,Yes,Mumbai,Lower Parel,1550000,650,159,Foggy,Medium
15:00,No,Saturday,Yes,Chennai,Guindy,1340000,617,50,Sunny,Medium
17:00,Yes,Monday,Yes,Kolkata,Cossipore,570000,599,290,Rainy,High
13:00,No,Thursday,Yes,Bengaluru,MG Road,340000,966,76,Rainy,Medium
10:00,No,Friday,Yes,Kolkata,Esplanade,200000,887,64,Rainy,Low
21:00,No,Monday,Yes,Bengaluru,Nagavara,620000,277,178,Sunny,Low
18:00,Yes,Monday,Yes,Kolkata,Dum Dum,270000,393,455,Cloudy,Medium
17:00,No,Thursday,Yes,Mumbai,Matunga,2300000,687,489,Foggy,Low
11:00,No,Monday,Yes,Hyderabad,Alwal,290000,418,113,Foggy,High
22:00,No,Thursday,Yes,Bengaluru,Hebbal,290000,610,156,Sunny,Low
22:00,No,Thursday,Yes,Chennai,Mandaveli,1120000,649,243,Foggy,Low
19:00,Yes,Monday,Yes,Chennai,Nungambakkam,900000,337,351,Foggy,Medium
17:00,Yes,Tuesday,Yes,Bengaluru,Ulsoor,220000,317,63,Sunny,Medium
18:00,No,Monday,Yes,Hyderabad,Charminar,210000,165,330,Rainy,High
11:00,Yes,Thursday,Yes,Mumbai,Prabhadevi,2250000,917,151,Rainy,Medium
12:00,No,Sunday,No,Hyderabad,Attapur,260000,941,397,Cloudy,Medium
14:00,Yes,Tuesday,Yes,Hyderabad,Himayatnagar,230000,201,438,Rainy,Medium
09:00,No,Friday,Yes,Bengaluru,Majestic,560000,996,115,Foggy,Medium
15:00,No,Friday,Yes,Chennai,Mandaveli,1120000,801,101,Sunny,High
08:00,No,Thursday,Yes,Chennai,Mandaveli,1120000,999,420,Foggy,Low
12:00,Yes,Monday,Yes,Mumbai,Chembur,1650000,407,70,Cloudy,Low
14:00,No,Thursday,Yes,Mumbai,Chembur,1650000,624,351,Rainy,Low
22:00,No,Thursday,Yes,Chennai,T Nagar,800000,435,313,Foggy,Low
15:00,No,Tuesday,Yes,Hyderabad,Charminar,210000,549,318,Sunny,Low
21:00,Yes,Sunday,No,Kolkata,Cossipore,570000,472,195,Sunny,Low
20:00,No,Wednesday,Yes,Chennai,Chromepet,1320000,659,323,Cloudy,High
19:00,No,Saturday,Yes,Bengaluru,MG Road,340000,572,225,Cloudy,Low
19:00,Yes,Wednesday,Yes,Bengaluru,Hulimavu,600000,834,361,Cloudy,Medium
08:00,No,Friday,Yes,Chennai,Mandaveli,1120000,795,135,Rainy,High
19:00,No,Friday,Yes,Kolkata,Sealdah,220000,237,126,Foggy,High
19:00,No,Tuesday,Yes,Mumbai,Dadar East,1250000,385,279,Rainy,Medium
18:00,Yes,Thursday,Yes,Bengaluru,Majestic,560000,285,465,Cloudy,Low
21:00,No,Wednesday,Yes,Kolkata,Esplanade,200000,459,146,Cloudy,Low
19:00,Yes,Thursday,Yes,Hyderabad,Alwal,290000,236,196,Foggy,High
15:00,Yes,Wednesday,Yes,Hyderabad,Gachibowli,140000,633,250,Cloudy,Medium
16:00,No,Wednesday,Yes,Kolkata,Joka,530000,269,150,Foggy,Low
08:00,Yes,Sunday,No,Chennai,Mylapore,780000,221,446,Sunny,Low
14:00,No,Monday,Yes,Kolkata,Joka,530000,799,248,Rainy,High
12:00,No,Thursday,Yes,Kolkata,Dum Dum,270000,819,100,Sunny,High
09:00,Yes,Tuesday,Yes,Kolkata,Rajarhat,240000,885,83,Sunny,Medium
16:00,Yes,Friday,Yes,Hyderabad,Gachibowli,140000,411,321,Foggy,High
17:00,No,Wednesday,Yes,Bengaluru,Nagavara,620000,770,85,Foggy,Medium
21:00,No,Sunday,No,Chennai,Adyar,850000,564,301,Cloudy,High
18:00,Yes,Saturday,Yes,Hyderabad,Gachibowli,140000,533,250,Cloudy,Low
13:00,No,Wednesday,Yes,Chennai,Royapettah,1200000,203,457,Rainy,High
14:00,No,Saturday,Yes,Chennai,Adyar,850000,585,51,Cloudy,High
12:00,No,Saturday,Yes,Chennai,Royapettah,1200000,738,160,Sunny,Low
11:00,Yes,Tuesday,Yes,Chennai,Royapettah,1200000,752,381,Sunny,High
19:00,No,Thursday,Yes,Kolkata,Dum Dum,270000,464,189,Sunny,Medium
17:00,No,Tuesday,Yes,Mumbai,Chembur,1650000,753,327,Cloudy,Low
15:00,Yes,Sunday,No,Hyderabad,Shamshabad,310000,602,423,Foggy,Medium
22:00,No,Wednesday,Yes,Mumbai,Mazgaon,2400000,620,454,Foggy,Medium
20:00,No,Thursday,Yes,Chennai,Royapettah,1200000,674,426,Sunny,High
17:00,Yes,Sunday,No,Bengaluru,Ulsoor,220000,853,234,Sunny,Medium
11:00,Yes,Wednesday,Yes,Hyderabad,Attapur,260000,865,140,Rainy,Medium
08:00,Yes,Saturday,Yes,Chennai,Mylapore,780000,281,429,Rainy,Low
11:00,No,Monday,Yes,Kolkata,Maniktala,350000,263,462,Foggy,Medium
19:00,No,Sunday,No,Bengaluru,Vijayanagar,260000,127,486,Sunny,Medium
20:00,Yes,Wednesday,Yes,Hyderabad,Shamshabad,310000,803,455,Foggy,Medium
18:00,Yes,Wednesday,Yes,Bengaluru,Nagavara,620000,804,417,Cloudy,Low
09:00,Yes,Friday,Yes,Bengaluru,Koramangala,300000,943,211,Rainy,Low
19:00,Yes,Saturday,Yes,Hyderabad,Charminar,210000,103,340,Sunny,Low
10:00,Yes,Saturday,Yes,Bengaluru,MG Road,340000,268,60,Cloudy,Medium
16:00,No,Wednesday,Yes,Mumbai,Matunga,2300000,252,165,Cloudy,Low
18:00,No,Saturday,Yes,Bengaluru,Majestic,560000,467,430,Foggy,Low
13:00,No,Thursday,Yes,Hyderabad,Patancheru,380000,771,393,Foggy,High
10:00,No,Sunday,No,Hyderabad,Alwal,290000,510,232,Rainy,Low
14:00,Yes,Thursday,Yes,Mumbai,Chembur,1650000,936,132,Foggy,High
12:00,Yes,Thursday,Yes,Hyderabad,Charminar,210000,298,463,Foggy,High
19:00,Yes,Thursday,Yes,Kolkata,Esplanade,200000,350,461,Sunny,High
13:00,No,Wednesday,Yes,Mumbai,Girgaon,2550000,916,178,Rainy,Low
11:00,Yes,Thursday,Yes,Hyderabad,Gachibowli,140000,978,209,Rainy,High
16:00,Yes,Sunday,No,Mumbai,Andheri West,1300000,739,375,Foggy,High
22:00,Yes,Monday,Yes,Hyderabad,Charminar,210000,366,329,Rainy,Medium
15:00,Yes,Monday,Yes,Kolkata,Sealdah,220000,247,499,Rainy,Low
18:00,No,Thursday,Yes,Bengaluru,Hulimavu,600000,744,480,Foggy,High
08:00,No,Friday,Yes,Bengaluru,Majestic,560000,233,361,Cloudy,High
18:00,Yes,Tuesday,Yes,Bengaluru,Hebbal,290000,584,471,Rainy,Medium
14:00,Yes,Sunday,No,Kolkata,Maniktala,350000,891,454,Sunny,High
18:00,Yes,Wednesday,Yes,Kolkata,Tangra,510000,335,319,Rainy,High
12:00,No,Sunday,No,Chennai,Guindy,1340000,251,319,Rainy,Medium
15:00,No,Sunday,No,Chennai,Adyar,850000,839,193,Cloudy,Medium
14:00,Yes,Friday,Yes,Bengaluru,Hulimavu,600000,913,93,Foggy,Medium
09:00,Yes,Friday,Yes,Mumbai,Matunga,2300000,985,146,Rainy,High
14:00,Yes,Wednesday,Yes,Bengaluru,Hulimavu,600000,193,244,Cloudy,Low
17:00,Yes,Thursday,Yes,Hyderabad,Alwal,290000,947,266,Rainy,Low
